,,,,,,,,MEDIAN PRICE,,MEDIAN QUARTERLY,,MEDIAN 12 MONTH,,MEDIAN 3 YEARS,,MEDIAN 5 YEARS,,10 YEARS AVERAGE ANNUAL,,Weekly media advert. rent,,Time on Market,,Gross Rental Yield Percent,,,,,,,,,,,
SUBURBS,STATE,POSTCODE,,,DISTANCE FROM CBD (KM),POPULATION,5 YEAR CHANGE,HOUSE,UNIT,HOUSE,UNIT,HOUSE,UNIT,HOUSE,UNIT,HOUSE,UNIT,HOUSE,UNIT,HOUSE,UNIT,HOUSE,HOUSE,HOUSE,HOUSE,WEEKLY HOUSEHOLD INCOME MEDIAN,WEEKLY GROSS HOUSEHOLD INCOME MEAN,WEEKLY NET MEAN INCOME,HHOLD SIZE,OCCUPATION,AGE,MONTHLY LOAN REPAYMENT,20% Deposit,Current Savings Rate,Numbers of years (Based on Savings Rate)
Pimpinio,VIC,3401,https://www.smartpropertyinvestment.com.au/data/vic/3401/pimpinio,,289,191,4.00%,,,,,,,,,,,,,,,,,,,,"$1,295","$1,058",,0.0%,,,$0,"$5,502",0
Woomelang,VIC,3485,https://www.smartpropertyinvestment.com.au/data/vic/3485/woomelang,,316,191,5.00%,,,,,,,,,,,,,,,,,,,,,$651,,0.0%,,,$0,"$3,386",0
Nelson,VIC,3292,https://www.smartpropertyinvestment.com.au/data/vic/3292/nelson,,339,191,1.00%,,,,,,,,,,,,,,,,,,,,,$651,,,,,$0,"$3,386",0
Walwa,VIC,3709,https://www.smartpropertyinvestment.com.au/data/vic/3709/walwa,,320,191,8.00%,,,,,,,,,,,,,,,,,,,,,$651,,0.0%,,,$0,"$3,386",0
Kiamba,QLD,4560,https://www.smartpropertyinvestment.com.au/data/qld/4560/kiamba,,101,191,,,,,,,,,,,,,,,,,,,,,"$1,151",$960,,0.0%,,,$0,"$4,990",0
Moomin,QLD,4887,https://www.smartpropertyinvestment.com.au/data/qld/4887/moomin,,"1,369",191,44.00%,,,,,,,,,,,,,,,,,,,,$946,$821,,100.0%,,,$0,"$4,267",0
Carrington,QLD,4883,https://www.smartpropertyinvestment.com.au/data/qld/4883/carrington,,"1,372",191,1.00%,,,,,,,,,,,,,,,,,,,,"$1,048",$890,,,,,$0,"$4,628",0
Gargett,QLD,4741,https://www.smartpropertyinvestment.com.au/data/qld/4741/gargett,,825,191,27.00%,,,,,,,,,,,,,,,,,,,,"$1,415","$1,140",,0.0%,,,$0,"$5,926",0
Hoskinstown,NSW,2621,https://www.smartpropertyinvestment.com.au/data/nsw/2621/hoskinstown,,237,191,1.00%,,,,,,,,,,,,,,,,,,,,"$1,765","$1,377",,0.0%,,,$0,"$7,162",0
Kingston,VIC,3364,https://www.smartpropertyinvestment.com.au/data/vic/3364/kingston,,101,190,7.00%,,,,,,,,,,,,,,,,,,,,"$1,060",$898,,,,,$0,"$4,669",0
Metcalfe,VIC,3448,https://www.smartpropertyinvestment.com.au/data/vic/3448/metcalfe,,92,190,3.00%,,,,,,,,,,,,,,,,,,,,"$1,252","$1,028",,0.0%,,,$0,"$5,348",0
Milbong,QLD,4310,https://www.smartpropertyinvestment.com.au/data/qld/4310/milbong,,54,190,18.00%,,,,,,,,,,,,,,,,,,,,"$1,070",$905,,0.0%,,,$0,"$4,706",0
Eungella,QLD,4757,https://www.smartpropertyinvestment.com.au/data/qld/4757/eungella,,842,190,2.00%,,,,,,,,,,,,,,,,,,,,$998,$856,,,,,$0,"$4,451",0
Bilyana,QLD,4854,https://www.smartpropertyinvestment.com.au/data/qld/4854/bilyana,,"1,267",190,6.00%,,,,,,,,,,,,,,,,,,,,"$1,076",$909,,0.0%,,,$0,"$4,726",0
Inverlaw,QLD,4610,https://www.smartpropertyinvestment.com.au/data/qld/4610/inverlaw,,159,190,6.00%,,,,,,,,,,,,,,,,,,,,"$1,071",$905,,0.0%,,,$0,"$4,708",0
Milford,QLD,4310,https://www.smartpropertyinvestment.com.au/data/qld/4310/milford,,70,190,8.00%,,,,,,,,,,,,,,,,,,,,"$1,070",$905,,0.0%,,,$0,"$4,706",0
Butterwick,NSW,2321,https://www.smartpropertyinvestment.com.au/data/nsw/2321/butterwick,,140,190,32.00%,,,,,,,,,,,,,,,,,,,,"$1,594","$1,261",,33.3%,,,$0,"$6,558",0
Tyndale,NSW,2460,https://www.smartpropertyinvestment.com.au/data/nsw/2460/tyndale,,512,190,9.00%,,,,,,,,,,,,,,,,,,,,"$1,044",$887,,0.0%,,,$0,"$4,613",0
Allworth,NSW,2425,https://www.smartpropertyinvestment.com.au/data/nsw/2425/allworth,,162,190,15.00%,,,,,,,,,,,,,,,,,,,,"$1,100",$925,,0.0%,,,$0,"$4,811",0
Maryvale,NSW,2820,https://www.smartpropertyinvestment.com.au/data/nsw/2820/maryvale,,266,190,1.00%,,,,,,,,,,,,,,,,,,,,$968,$836,,,,,$0,"$4,345",0
Lyonville,VIC,3461,https://www.smartpropertyinvestment.com.au/data/vic/3461/lyonville,,77,189,8.00%,,,,,,,,,,,,,,,,,,,,"$1,302","$1,063",,0.0%,,,$0,"$5,527",0
Hazelwood,VIC,3840,https://www.smartpropertyinvestment.com.au/data/vic/3840/hazelwood,,135,189,3.00%,,,,,,,,,,,,,,,,,,,,"$1,119",$938,,0.0%,,,$0,"$4,879",0
Kawarren,VIC,3249,https://www.smartpropertyinvestment.com.au/data/vic/3249/kawarren,,140,189,14.00%,,,,,,,,,,,,,,,,,,,,"$1,092",$919,,0.0%,,,$0,"$4,781",0
Newtown,VIC,3351,https://www.smartpropertyinvestment.com.au/data/vic/3351/newtown,,66,189,55.00%,,,,,,,,,,,,,,,,,,,,"$1,179",$979,,,,,$0,"$5,089",0
Alexandra,QLD,4740,https://www.smartpropertyinvestment.com.au/data/qld/4740/alexandra,,807,189,2.00%,,,,,,,,,,,,,,,,,,,,"$1,522","$1,212",,,,,$0,"$6,302",0
Merryburn,QLD,4854,https://www.smartpropertyinvestment.com.au/data/qld/4854/merryburn,,"1,285",189,3.00%,,,,,,,,,,,,,,,,,,,,"$1,076",$909,,0.0%,,,$0,"$4,726",0
Norwell,QLD,4208,https://www.smartpropertyinvestment.com.au/data/qld/4208/norwell,,44,189,6.00%,,,,,,,,,,,,,,,,,,,,"$1,369","$1,108",,0.0%,,,$0,"$5,762",0
Gunderman,NSW,2775,https://www.smartpropertyinvestment.com.au/data/nsw/2775/gunderman,,53,189,3.00%,,,,,,,,,,,,,,,,,,,,"$1,225","$1,010",,0.0%,,,$0,"$5,253",0
Ulamambri,NSW,2357,https://www.smartpropertyinvestment.com.au/data/nsw/2357/ulamambri,,331,189,10.00%,,,,,,,,,,,,,,,,,,,,$953,$825,,0.0%,,,$0,"$4,291",0
Flynn,VIC,3844,https://www.smartpropertyinvestment.com.au/data/vic/3844/flynn,,157,188,4.00%,,,,,,,,,,,,,,,,,,,,"$1,364","$1,105",,,,,$0,"$5,744",0
Kolora,VIC,3265,https://www.smartpropertyinvestment.com.au/data/vic/3265/kolora,,182,188,32.00%,,,,,,,,,,,,,,,,,,,,"$1,219","$1,006",,0.0%,,,$0,"$5,230",0
Parwan,VIC,3340,https://www.smartpropertyinvestment.com.au/data/vic/3340/parwan,,44,188,11.00%,,,,,,,,,,,,,,,,,,,,"$1,348","$1,094",,0.0%,,,$0,"$5,687",0
Tandur,QLD,4570,https://www.smartpropertyinvestment.com.au/data/qld/4570/tandur,,135,188,1.00%,,,,,,,,,,,,,,,,,,,,"$1,035",$881,,0.0%,,,$0,"$4,580",0
Windermere,QLD,4670,https://www.smartpropertyinvestment.com.au/data/qld/4670/windermere,,296,188,2.00%,,,,,,,,,,,,,,,,,,,,"$1,138",$951,,,,,$0,"$4,946",0
Ruby,VIC,3953,https://www.smartpropertyinvestment.com.au/data/vic/3953/ruby,,109,187,1.00%,,,,,,,,,,,,,,,,,,,,"$1,138",$951,,0.0%,,,$0,"$4,945",0
Stradbroke,VIC,3851,https://www.smartpropertyinvestment.com.au/data/vic/3851/stradbroke,,189,187,9.00%,,,,,,,,,,,,,,,,,,,,"$1,146",$956,,0.0%,,,$0,"$4,972",0
Sexton,QLD,4570,https://www.smartpropertyinvestment.com.au/data/qld/4570/sexton,,168,187,16.00%,,,,,,,,,,,,,,,,,,,,"$1,035",$881,,0.0%,,,$0,"$4,580",0
Breakaway,QLD,4825,https://www.smartpropertyinvestment.com.au/data/qld/4825/breakaway,,"1,560",187,6.00%,,,,,,,,,,,,,,,,,,,,"$1,615","$1,276",,0.0%,,,$0,"$6,633",0
Tarana,NSW,2787,https://www.smartpropertyinvestment.com.au/data/nsw/2787/tarana,,127,187,9.00%,,,,,,,,,,,,,,,,,,,,"$1,174",$976,,0.0%,,,$0,"$5,073",0
Yetman,NSW,2410,https://www.smartpropertyinvestment.com.au/data/nsw/2410/yetman,,544,187,10.00%,,,,,,,,,,,,,,,,,,,,,$651,,0.0%,,,$0,"$3,386",0
Jeremadra,NSW,2536,https://www.smartpropertyinvestment.com.au/data/nsw/2536/jeremadra,,238,187,11.00%,,,,,,,,,,,,,,,,,,,,"$1,065",$901,,0.0%,,,$0,"$4,686",0
Windeyer,NSW,2850,https://www.smartpropertyinvestment.com.au/data/nsw/2850/windeyer,,191,187,6.00%,,,,,,,,,,,,,,,,,,,,"$1,347","$1,093",,,,,$0,"$5,685",0
Calulu,VIC,3875,https://www.smartpropertyinvestment.com.au/data/vic/3875/calulu,,224,186,3.00%,,,,,,,,,,,,,,,,,,,,"$1,065",$901,,0.0%,,,$0,"$4,686",0
Buckingham,QLD,4825,https://www.smartpropertyinvestment.com.au/data/qld/4825/buckingham,,"1,499",186,3.00%,,,,,,,,,,,,,,,,,,,,"$1,615","$1,276",,,,,$0,"$6,633",0
Dajarra,QLD,4825,https://www.smartpropertyinvestment.com.au/data/qld/4825/dajarra,,"1,495",186,3.00%,,,,,,,,,,,,,,,,,,,,"$1,615","$1,276",,0.0%,,,$0,"$6,633",0
Knockrow,NSW,2479,https://www.smartpropertyinvestment.com.au/data/nsw/2479/knockrow,,609,186,3.00%,,,,,,,,,,,,,,,,,,,,"$1,714","$1,342",,0.0%,,,$0,"$6,980",0
Ramornie,NSW,2460,https://www.smartpropertyinvestment.com.au/data/nsw/2460/ramornie,,488,186,10.00%,,,,,,,,,,,,,,,,,,,,"$1,044",$887,,0.0%,,,$0,"$4,613",0
Glanmire,NSW,2795,https://www.smartpropertyinvestment.com.au/data/nsw/2795/glanmire,,147,186,18.00%,,,,,,,,,,,,,,,,,,,,"$1,260","$1,034",,,,,$0,"$5,376",0
Clandulla,NSW,2848,https://www.smartpropertyinvestment.com.au/data/nsw/2848/clandulla,,155,186,6.00%,,,,,,,,,,,,,,,,,,,,"$1,001",$858,,0.0%,,,$0,"$4,459",0
Eurunderee,NSW,2850,https://www.smartpropertyinvestment.com.au/data/nsw/2850/eurunderee,,211,186,13.00%,,,,,,,,,,,,,,,,,,,,"$1,347","$1,093",,41.7%,,,$0,"$5,685",0
Gungal,NSW,2333,https://www.smartpropertyinvestment.com.au/data/nsw/2333/gungal,,190,186,31.00%,,,,,,,,,,,,,,,,,,,,"$1,422","$1,144",,0.0%,,,$0,"$5,950",0
Menah,NSW,2850,https://www.smartpropertyinvestment.com.au/data/nsw/2850/menah,,213,186,22.00%,,,,,,,,,,,,,,,,,,,,"$1,347","$1,093",,0.0%,,,$0,"$5,685",0
Allendale,VIC,3364,https://www.smartpropertyinvestment.com.au/data/vic/3364/allendale,,105,185,11.00%,,,,,,,,,,,,,,,,,,,,"$1,060",$898,,0.0%,,,$0,"$4,669",0
Baringhup,VIC,3463,https://www.smartpropertyinvestment.com.au/data/vic/3463/baringhup,,128,185,10.00%,,,,,,,,,,,,,,,,,,,,"$1,071",$905,,0.0%,,,$0,"$4,707",0
Bolinda,VIC,3432,https://www.smartpropertyinvestment.com.au/data/vic/3432/bolinda,,45,185,6.00%,,,,,,,,,,,,,,,,,,,,,$651,,0.0%,,,$0,"$3,386",0
Elmhurst,VIC,3469,https://www.smartpropertyinvestment.com.au/data/vic/3469/elmhurst,,166,185,1.00%,,,,,,,,,,,,,,,,,,,,,$651,,0.0%,,,$0,"$3,386",0
Moonambel,VIC,3478,https://www.smartpropertyinvestment.com.au/data/vic/3478/moonambel,,172,185,11.00%,,,,,,,,,,,,,,,,,,,,"$1,049",$890,,0.0%,,,$0,"$4,630",0
Laravale,QLD,4285,https://www.smartpropertyinvestment.com.au/data/qld/4285/laravale,,69,185,2.00%,,,,,,,,,,,,,,,,,,,,"$1,179",$979,,0.0%,,,$0,"$5,090",0
Tallimba,NSW,2669,https://www.smartpropertyinvestment.com.au/data/nsw/2669/tallimba,,399,185,1.00%,,,,,,,,,,,,,,,,,,,,$963,$832,,0.0%,,,$0,"$4,326",0
Merricks,VIC,3916,https://www.smartpropertyinvestment.com.au/data/vic/3916/merricks,,65,184,3.00%,,,,,,,,,,,,,,,,,,,,"$2,529","$1,897",,0.0%,,,$0,"$9,862",0
Springmount,VIC,3364,https://www.smartpropertyinvestment.com.au/data/vic/3364/springmount,,101,184,2.00%,,,,,,,,,,,,,,,,,,,,"$1,060",$898,,0.0%,,,$0,"$4,669",0
Mudgegonga,VIC,3737,https://www.smartpropertyinvestment.com.au/data/vic/3737/mudgegonga,,224,184,7.00%,,,,,,,,,,,,,,,,,,,,"$1,074",$907,,0.0%,,,$0,"$4,718",0
Erica,VIC,3825,https://www.smartpropertyinvestment.com.au/data/vic/3825/erica,,126,184,4.00%,,,,,,,,,,,,,,,,,,,,"$1,147",$957,,0.0%,,,$0,"$4,976",0
Harrow,VIC,3317,https://www.smartpropertyinvestment.com.au/data/vic/3317/harrow,,306,184,8.00%,,,,,,,,,,,,,,,,,,,,,$651,,0.0%,,,$0,"$3,386",0
Vectis,VIC,3401,https://www.smartpropertyinvestment.com.au/data/vic/3401/vectis,,284,184,3.00%,,,,,,,,,,,,,,,,,,,,"$1,295","$1,058",,0.0%,,,$0,"$5,502",0
Ironpot,QLD,4701,https://www.smartpropertyinvestment.com.au/data/qld/4701/ironpot,,185,184,16.00%,,,,,,,,,,,,,,,,,,,,"$1,303","$1,063",,,,,$0,"$5,530",0
Morven,QLD,4468,https://www.smartpropertyinvestment.com.au/data/qld/4468/morven,,598,184,8.00%,,,,,,,,,,,,,,,,,,,,$864,$765,,,,,$0,"$3,976",0
Gordonbrook,QLD,4610,https://www.smartpropertyinvestment.com.au/data/qld/4610/gordonbrook,,173,184,5.00%,,,,,,,,,,,,,,,,,,,,"$1,071",$905,,0.0%,,,$0,"$4,708",0
Colosseum,QLD,4677,https://www.smartpropertyinvestment.com.au/data/qld/4677/colosseum,,368,184,16.00%,,,,,,,,,,,,,,,,,,,,"$1,115",$935,,0.0%,,,$0,"$4,864",0
Gogango,QLD,4702,https://www.smartpropertyinvestment.com.au/data/qld/4702/gogango,,536,184,66.00%,,,,,,,,,,,,,,,,,,,,"$1,304","$1,064",,0.0%,,,$0,"$5,533",0
Tingun,QLD,4455,https://www.smartpropertyinvestment.com.au/data/qld/4455/tingun,,420,184,17.00%,,,,,,,,,,,,,,,,,,,,"$1,262","$1,036",,0.0%,,,$0,"$5,385",0
Kanimbla,NSW,2790,https://www.smartpropertyinvestment.com.au/data/nsw/2790/kanimbla,,95,184,52.00%,,,,,,,,,,,,,,,,,,,,"$1,259","$1,033",,,,,$0,"$5,374",0
Brucedale,NSW,2650,https://www.smartpropertyinvestment.com.au/data/nsw/2650/brucedale,,368,184,3.00%,,,,,,,,,,,,,,,,,,,,"$1,322","$1,076",,20.0%,,,$0,"$5,596",0
Ironpot,QLD,4701,https://www.smartpropertyinvestment.com.au/data/qld/4701/ironpot,,185,184,16.00%,,,,,,,,,,,,,,,,,,,,"$1,303","$1,063",,,,,$0,"$5,530",0
Mangalore,VIC,3663,https://www.smartpropertyinvestment.com.au/data/vic/3663/mangalore,,101,183,1.00%,,,,,,,,,,,,,,,,,,,,,$651,,,,,$0,"$3,386",0
Goolmangar,NSW,2480,https://www.smartpropertyinvestment.com.au/data/nsw/2480/goolmangar,,600,183,3.00%,,,,,,,,,,,,,,,,,,,,"$1,076",$909,,0.0%,,,$0,"$4,728",0
Willawarrin,NSW,2440,https://www.smartpropertyinvestment.com.au/data/nsw/2440/willawarrin,,351,183,4.00%,,,,,,,,,,,,,,,,,,,,$979,$843,,0.0%,,,$0,"$4,384",0
Enngonia,NSW,2840,https://www.smartpropertyinvestment.com.au/data/nsw/2840/enngonia,,715,183,24.00%,,,,,,,,,,,,,,,,,,,,"$1,126",$943,,0.0%,,,$0,"$4,902",0
Wantabadgery,NSW,2650,https://www.smartpropertyinvestment.com.au/data/nsw/2650/wantabadgery,,343,183,2.00%,,,,,,,,,,,,,,,,,,,,"$1,322","$1,076",,0.0%,,,$0,"$5,596",0
Woolbrook,NSW,2354,https://www.smartpropertyinvestment.com.au/data/nsw/2354/woolbrook,,323,183,1.00%,,,,,,,,,,,,,,,,,,,,$931,$810,,0.0%,,,$0,"$4,215",0
Merriang,VIC,3737,https://www.smartpropertyinvestment.com.au/data/vic/3737/merriang,,207,182,2.00%,,,,,,,,,,,,,,,,,,,,"$1,074",$907,,0.0%,,,$0,"$4,718",0
Brookstead,QLD,4364,https://www.smartpropertyinvestment.com.au/data/qld/4364/brookstead,,160,182,16.00%,,,,,,,,,,,,,,,,,,,,,$651,,0.0%,,,$0,"$3,386",0
Degilbo,QLD,4621,https://www.smartpropertyinvestment.com.au/data/qld/4621/degilbo,,245,182,5.00%,,,,,,,,,,,,,,,,,,,,$845,$749,,0.0%,,,$0,"$3,896",0
Crawford,QLD,4610,https://www.smartpropertyinvestment.com.au/data/qld/4610/crawford,,163,182,28.00%,,,,,,,,,,,,,,,,,,,,"$1,071",$905,,0.0%,,,$0,"$4,708",0
Moonie,QLD,4406,https://www.smartpropertyinvestment.com.au/data/qld/4406/moonie,,266,182,4.00%,,,,,,,,,,,,,,,,,,,,$971,$837,,0.0%,,,$0,"$4,354",0
Kelvin,NSW,2380,https://www.smartpropertyinvestment.com.au/data/nsw/2380/kelvin,,345,182,4.00%,,,,,,,,,,,,,,,,,,,,"$1,361","$1,103",,0.0%,,,$0,"$5,733",0
Arding,NSW,2358,https://www.smartpropertyinvestment.com.au/data/nsw/2358/arding,,367,182,13.00%,,,,,,,,,,,,,,,,,,,,$987,$849,,0.0%,,,$0,"$4,413",0
Yathella,NSW,2650,https://www.smartpropertyinvestment.com.au/data/nsw/2650/yathella,,367,182,35.00%,,,,,,,,,,,,,,,,,,,,"$1,322","$1,076",,15.2%,,,$0,"$5,596",0
Yandoit,VIC,3461,https://www.smartpropertyinvestment.com.au/data/vic/3461/yandoit,,102,181,18.00%,,,,,,,,,,,,,,,,,,,,"$1,302","$1,063",,0.0%,,,$0,"$5,527",0
Caldermeade,VIC,3984,https://www.smartpropertyinvestment.com.au/data/vic/3984/caldermeade,,70,181,1.00%,,,,,,,,,,,,,,,,,,,,"$1,177",$977,,0.0%,,,$0,"$5,082",0
Brim,VIC,3391,https://www.smartpropertyinvestment.com.au/data/vic/3391/brim,,296,181,6.00%,,,,,,,,,,,,,,,,,,,,,$651,,0.0%,,,$0,"$3,386",0
Racecourse,QLD,4740,https://www.smartpropertyinvestment.com.au/data/qld/4740/racecourse,,804,181,2.00%,,,,,,,,,,,,,,,,,,,,"$1,522","$1,212",,0.0%,,,$0,"$6,302",0
Brigalow,QLD,4412,https://www.smartpropertyinvestment.com.au/data/qld/4412/brigalow,,228,181,7.00%,,,,,,,,,,,,,,,,,,,,,$651,,0.0%,,,$0,"$3,386",0
Kremnos,NSW,2460,https://www.smartpropertyinvestment.com.au/data/nsw/2460/kremnos,,462,181,5.00%,,,,,,,,,,,,,,,,,,,,"$1,044",$887,,0.0%,,,$0,"$4,613",0
Brushgrove,NSW,2460,https://www.smartpropertyinvestment.com.au/data/nsw/2460/brushgrove,,510,181,9.00%,,,,,,,,,,,,,,,,,,,,"$1,044",$887,,0.0%,,,$0,"$4,613",0
Berriwillock,VIC,3531,https://www.smartpropertyinvestment.com.au/data/vic/3531/berriwillock,,300,180,2.00%,,,,,,,,,,,,,,,,,,,,,$651,,0.0%,,,$0,"$3,386",0
Millbrook,VIC,3352,https://www.smartpropertyinvestment.com.au/data/vic/3352/millbrook,,83,180,15.00%,,,,,,,,,,,,,,,,,,,,"$1,299","$1,061",,,,,$0,"$5,515",0
Strathallan,VIC,3622,https://www.smartpropertyinvestment.com.au/data/vic/3622/strathallan,,174,180,25.00%,,,,,,,,,,,,,,,,,,,,$886,$779,,0.0%,,,$0,"$4,053",0
Warra,QLD,4411,https://www.smartpropertyinvestment.com.au/data/qld/4411/warra,,215,180,12.00%,,,,,,,,,,,,,,,,,,,,,$651,,0.0%,,,$0,"$3,386",0
Rockley,NSW,2795,https://www.smartpropertyinvestment.com.au/data/nsw/2795/rockley,,155,180,1.00%,,,,,,,,,,,,,,,,,,,,"$1,260","$1,034",,0.0%,,,$0,"$5,376",0
Bergalia,NSW,2537,https://www.smartpropertyinvestment.com.au/data/nsw/2537/bergalia,,257,180,5.00%,,,,,,,,,,,,,,,,,,,,"$1,114",$934,,0.0%,,,$0,"$4,859",0
Laanecoorie,VIC,3463,https://www.smartpropertyinvestment.com.au/data/vic/3463/laanecoorie,,144,179,1.00%,,,,,,,,,,,,,,,,,,,,"$1,071",$905,,0.0%,,,$0,"$4,707",0
Lowmead,QLD,4676,https://www.smartpropertyinvestment.com.au/data/qld/4676/lowmead,,343,179,15.00%,,,,,,,,,,,,,,,,,,,,,$651,,0.0%,,,$0,"$3,386",0
Carmoo,QLD,4852,https://www.smartpropertyinvestment.com.au/data/qld/4852/carmoo,,"1,278",179,1.00%,,,,,,,,,,,,,,,,,,,,"$1,065",$902,,0.0%,,,$0,"$4,688",0
Kentucky,NSW,2354,https://www.smartpropertyinvestment.com.au/data/nsw/2354/kentucky,,345,179,13.00%,,,,,,,,,,,,,,,,,,,,$931,$810,,0.0%,,,$0,"$4,215",0
Hesket,VIC,3442,https://www.smartpropertyinvestment.com.au/data/vic/3442/hesket,,59,178,6.00%,,,,,,,,,,,,,,,,,,,,"$1,694","$1,329",,0.0%,,,$0,"$6,913",0
Calivil,VIC,3573,https://www.smartpropertyinvestment.com.au/data/vic/3573/calivil,,191,178,,,,,,,,,,,,,,,,,,,,,"$1,247","$1,025",,0.0%,,,$0,"$5,332",0
Cloverlea,VIC,3822,https://www.smartpropertyinvestment.com.au/data/vic/3822/cloverlea,,102,178,7.00%,,,,,,,,,,,,,,,,,,,,"$1,199",$993,,0.0%,,,$0,"$5,162",0
Neurum,QLD,4514,https://www.smartpropertyinvestment.com.au/data/qld/4514/neurum,,64,178,25.00%,,,,,,,,,,,,,,,,,,,,"$1,181",$980,,0.0%,,,$0,"$5,098",0
Bracewell,QLD,4695,https://www.smartpropertyinvestment.com.au/data/qld/4695/bracewell,,447,178,9.00%,,,,,,,,,,,,,,,,,,,,"$1,355","$1,098",,0.0%,,,$0,"$5,711",0
Elands,NSW,2429,https://www.smartpropertyinvestment.com.au/data/nsw/2429/elands,,272,178,14.00%,,,,,,,,,,,,,,,,,,,,$952,$825,,0.0%,,,$0,"$4,289",0
Killawarra,NSW,2429,https://www.smartpropertyinvestment.com.au/data/nsw/2429/killawarra,,241,178,5.00%,,,,,,,,,,,,,,,,,,,,$952,$825,,,,,$0,"$4,289",0
Oakwood,NSW,2360,https://www.smartpropertyinvestment.com.au/data/nsw/2360/oakwood,,469,178,9.00%,,,,,,,,,,,,,,,,,,,,"$1,024",$873,,,,,$0,"$4,542",0
Musk,VIC,3461,https://www.smartpropertyinvestment.com.au/data/vic/3461/musk,,83,177,18.00%,,,,,,,,,,,,,,,,,,,,"$1,302","$1,063",,0.0%,,,$0,"$5,527",0
Noojee,VIC,3833,https://www.smartpropertyinvestment.com.au/data/vic/3833/noojee,,90,177,13.00%,,,,,,,,,,,,,,,,,,,,,$651,,0.0%,,,$0,"$3,386",0
Peechelba,VIC,3678,https://www.smartpropertyinvestment.com.au/data/vic/3678/peechelba,,214,177,4.00%,,,,,,,,,,,,,,,,,,,,"$1,216","$1,004",,0.0%,,,$0,"$5,221",0
Wiseleigh,VIC,3885,https://www.smartpropertyinvestment.com.au/data/vic/3885/wiseleigh,,249,177,8.00%,,,,,,,,,,,,,,,,,,,,$983,$846,,33.3%,,,$0,"$4,399",0
Iredale,QLD,4344,https://www.smartpropertyinvestment.com.au/data/qld/4344/iredale,,92,177,12.00%,,,,,,,,,,,,,,,,,,,,"$1,149",$958,,0.0%,,,$0,"$4,983",0
Topaz,QLD,4885,https://www.smartpropertyinvestment.com.au/data/qld/4885/topaz,,"1,346",177,7.00%,,,,,,,,,,,,,,,,,,,,"$1,061",$898,,0.0%,,,$0,"$4,671",0
Canoelands,NSW,2157,https://www.smartpropertyinvestment.com.au/data/nsw/2157/canoelands,,41,177,1.00%,,,,,,,,,,,,,,,,,,,,"$1,737","$1,358",,0.0%,,,$0,"$7,064",0
Collie,NSW,2827,https://www.smartpropertyinvestment.com.au/data/nsw/2827/collie,,364,177,9.00%,,,,,,,,,,,,,,,,,,,,"$1,013",$866,,,,,$0,"$4,502",0
Wadeville,NSW,2474,https://www.smartpropertyinvestment.com.au/data/nsw/2474/wadeville,,617,177,4.00%,,,,,,,,,,,,,,,,,,,,$900,$789,,0.0%,,,$0,"$4,103",0
Cressy,VIC,3322,https://www.smartpropertyinvestment.com.au/data/vic/3322/cressy,,116,176,1.00%,,,,,,,,,,,,,,,,,,,,,$651,,,,,$0,"$3,386",0
Strathdownie,VIC,3312,https://www.smartpropertyinvestment.com.au/data/vic/3312/strathdownie,,338,176,4.00%,,,,,,,,,,,,,,,,,,,,"$1,062",$899,,0.0%,,,$0,"$4,676",0
Nankin,QLD,4701,https://www.smartpropertyinvestment.com.au/data/qld/4701/nankin,,507,176,4.00%,,,,,,,,,,,,,,,,,,,,"$1,303","$1,063",,0.0%,,,$0,"$5,530",0
Goodger,QLD,4610,https://www.smartpropertyinvestment.com.au/data/qld/4610/goodger,,149,176,6.00%,,,,,,,,,,,,,,,,,,,,"$1,071",$905,,0.0%,,,$0,"$4,708",0
Cordelia,QLD,4850,https://www.smartpropertyinvestment.com.au/data/qld/4850/cordelia,,"1,204",176,16.00%,,,,,,,,,,,,,,,,,,,,"$1,104",$928,,0.0%,,,$0,"$4,826",0
Watsonville,QLD,4887,https://www.smartpropertyinvestment.com.au/data/qld/4887/watsonville,,"1,378",176,8.00%,,,,,,,,,,,,,,,,,,,,$946,$821,,0.0%,,,$0,"$4,267",0
Koorainghat,NSW,2430,https://www.smartpropertyinvestment.com.au/data/nsw/2430/koorainghat,,240,176,8.00%,,,,,,,,,,,,,,,,,,,,"$1,059",$897,,0.0%,,,$0,"$4,667",0
Belford,NSW,2335,https://www.smartpropertyinvestment.com.au/data/nsw/2335/belford,,132,176,3.00%,,,,,,,,,,,,,,,,,,,,"$1,503","$1,199",,23.1%,,,$0,"$6,235",0
Coolana,QLD,4311,https://www.smartpropertyinvestment.com.au/data/qld/4311/coolana,,47,175,2.00%,,,,,,,,,,,,,,,,,,,,"$1,127",$943,,0.0%,,,$0,"$4,905",0
Bombo,NSW,2533,https://www.smartpropertyinvestment.com.au/data/nsw/2533/bombo,,94,175,56.00%,,,,,,,,,,,,,,,,,,,,"$1,439","$1,156",,0.0%,,,$0,"$6,010",0
Bungowannah,NSW,2640,https://www.smartpropertyinvestment.com.au/data/nsw/2640/bungowannah,,469,175,10.00%,,,,,,,,,,,,,,,,,,,,"$1,312","$1,069",,0.0%,,,$0,"$5,561",0
Moorong,NSW,2650,https://www.smartpropertyinvestment.com.au/data/nsw/2650/moorong,,383,175,1.00%,,,,,,,,,,,,,,,,,,,,"$1,322","$1,076",,0.0%,,,$0,"$5,596",0
